company,year,ratio_type,ratio,value
AMD,2019,3 - Working Capital Ratios,3.6 - A/P Turnover,3.3737991266375547
AMD,2019,3 - Working Capital Ratios,3.7 - Cash Conversion Cycle,80.11499103544656
AMD,2019,3 - Working Capital Ratios,3.8 - Working Capital Turnover,3.548234053769109
AMD,2019,4 - Interest Coverage Ratios,4.1 - EBIT / Interest Coverage Ratio,4.957446808510638
AMD,2019,4 - Interest Coverage Ratios,4.2 - EBITDA / Interest Coverage Ratio,7.702127659574468
AMD,2019,5 - Leverage Ratios,5.1 - Debt-to-Capital Ratio,0.20478199718706047
AMD,2019,5 - Leverage Ratios,5.2 - Debt-to-Equity Ratio,0.25751680226388396
AMD,2019,5 - Leverage Ratios,5.3 - Debt-to-Enterprise Value Ratio,0.05643014543851917
AMD,2019,5 - Leverage Ratios,5.4 - Equity Multiplier (book),2.132295719844358
AMD,2019,5 - Leverage Ratios,5.5 - Equity Multiplier (market),1.0315511911256592
AMD,2019,6 - Industry Specific Ratios,6.1 - R&D-to-Sales,0.2298321200415986
AMD,2019,6 - Industry Specific Ratios,6.2 - CAPEX-to-Sales,0.1004308423711187
AMD,2019,7 - Valuation Ratios,7.1 - Market-to-Book Ratio,19.45171559957552
AMD,2019,7 - Valuation Ratios,7.2 - Price-to-Earning Ratio,161.26099706744867
AMD,2019,7 - Valuation Ratios,7.3 - Market-to-Sales Ratio,8.169662754419848
AMD,2019,7 - Valuation Ratios,7.4 - EV-to-EBITDA Ratio,78.34944751381215
AMD,2019,7 - Valuation Ratios,7.5 - EV-to-Sales Ratio,8.42742534541673
AMD,2019,7 - Valuation Ratios,7.6 - EPS (Fully Diluted),0.30000000000000004
AMD,2019,7 - Valuation Ratios,7.7.1 - Share Price,47.0
AMD,2019,7 - Valuation Ratios,7.7.2 - Common Shares O/S,1170000000.0
AMD,2019,7 - Valuation Ratios,7.7.3 - Market Capitalization (Share Price * Common Shares O/S),54990000000.0
AMD,2019,7 - Valuation Ratios,7.7.4 - Net Debt,1735000000.0
AMD,2019,7 - Valuation Ratios,7.7.5 - Enterprise Value,56725000000.0
AMD,2019,8 - Operating Ratios,8.1 - Asset Turnover,1.2719198790627362
AMD,2019,8 - Operating Ratios,8.2 - Return on Assets (ROA),0.05656934306569343
AMD,2019,8 - Operating Ratios,8.3 - Return on Equity (ROE),0.12062256809338522
AMD,2019,8 - Operating Ratios,8.4 - Return on Invested Capital (ROIC),0.09595498783454987
AMD,2019,9 - Altman Z-Score,9.1 - Altman Z-Score (1.2A + 1.4B + 3.3C + 0.6D + 1.0E),10.476846537464342
AMD,2019,9 - Altman Z-Score,9.1.A - Working Capital / Total Assets Ratio,0.3712674187126742
AMD,2019,9 - Altman Z-Score,9.1.B - Retained Earnings / Total Assets Ratio,-1.177007299270073
AMD,2019,9 - Altman Z-Score,9.1.C - EBIT / Total Assets Ratio,0.07730590577305906
AMD,2019,9 - Altman Z-Score,9.1.D - Market Value of Equity / Total Liabilities,17.17900656044986
AMD,2019,9 - Altman Z-Score,9.1.E - Total Sales / Total Assets,1.1166224286662243
AMD,2018,1 - Profitability Ratios,1.1 - Gross Margin,0.3779150579150579
AMD,2018,1 - Profitability Ratios,1.2 - Operating Margin,0.06965250965250966
AMD,2018,1 - Profitability Ratios,1.3 - EBITDA Margin,0.09590733590733591
AMD,2018,1 - Profitability Ratios,1.4 - Net Profit Margin,0.05204633204633204
AMD,2018,2 - Liquidity Ratios,2.1 - Current Ratio,1.784274193548387
AMD,2018,2 - Liquidity Ratios,2.2 - Quick Ratio,1.205141129032258
AMD,2018,2 - Liquidity Ratios,2.3- Cash Ratio,0.5433467741935484
AMD,2018,3 - Working Capital Ratios,3.1 - Days in A/R,69.61776061776062
AMD,2018,3 - Working Capital Ratios,3.2 - A/R Turnover,7.920489296636085
AMD,2018,3 - Working Capital Ratios,3.3 - Days in Inventory,76.57025819265144
AMD,2018,3 - Working Capital Ratios,3.4 - Inventory Turnover,5.085858585858586
AMD,2018,3 - Working Capital Ratios,3.5 - Days in A/P,98.6804865938431
AMD,2018,3 - Working Capital Ratios,3.6 - A/P Turnover,4.18276220145379
AMD,2018,3 - Working Capital Ratios,3.7 - Cash Conversion Cycle,47.507532216568976
AMD,2018,3 - Working Capital Ratios,3.8 - Working Capital Turnover,4.810549777117385
AMD,2018,4 - Interest Coverage Ratios,4.1 - EBIT / Interest Coverage Ratio,3.727272727272727
AMD,2018,4 - Interest Coverage Ratios,4.2 - EBITDA / Interest Coverage Ratio,5.132231404958677
AMD,2018,5 - Leverage Ratios,5.1 - Debt-to-Capital Ratio,0.4968203497615262
AMD,2018,5 - Leverage Ratios,5.2 - Debt-to-Equity Ratio,0.9873617693522907
AMD,2018,5 - Leverage Ratios,5.3 - Debt-to-Enterprise Value Ratio,0.12301801709165217
AMD,2018,5 - Leverage Ratios,5.4 - Equity Multiplier (book),3.598736176935229
AMD,2018,5 - Leverage Ratios,5.5 - Equity Multiplier (market),1.0901677601341917
AMD,2018,6 - Industry Specific Ratios,6.1 - R&D-to-Sales,0.22146718146718147
AMD,2018,6 - Industry Specific Ratios,6.2 - CAPEX-to-Sales,0.034594594594594595
AMD,2018,7 - Valuation Ratios,7.1 - Market-to-Book Ratio,19.37760663507109
AMD,2018,7 - Valuation Ratios,7.2 - Price-to-Earning Ratio,72.79540059347181
AMD,2018,7 - Valuation Ratios,7.3 - Market-to-Sales Ratio,3.7887335907335906
AMD,2018,7 - Valuation Ratios,7.4 - EV-to-EBITDA Ratio,43.06610305958132
AMD,2018,7 - Valuation Ratios,7.5 - EV-to-Sales Ratio,4.130355212355212
AMD,2018,7 - Valuation Ratios,7.6 - EPS (Fully Diluted),0.32
AMD,2018,7 - Valuation Ratios,7.7.1 - Share Price,24.41
AMD,2018,7 - Valuation Ratios,7.7.2 - Common Shares O/S,1005000000.0
AMD,2018,7 - Valuation Ratios,7.7.3 - Market Capitalization (Share Price * Common Shares O/S),24532050000.0
AMD,2018,7 - Valuation Ratios,7.7.4 - Net Debt,2212000000.0
AMD,2018,7 - Valuation Ratios,7.7.5 - Enterprise Value,26744050000.0
AMD,2018,8 - Operating Ratios,8.1 - Asset Turnover,1.5995553359683794
AMD,2018,8 - Operating Ratios,8.2 - Return on Assets (ROA),0.07396839332748024
AMD,2018,8 - Operating Ratios,8.3 - Return on Equity (ROE),0.26619273301737756
AMD,2018,8 - Operating Ratios,8.4 - Return on Invested Capital (ROIC),0.10109013754755634
AMD,2018,9 - Altman Z-Score,9.1 - Altman Z-Score (1.2A + 1.4B + 3.3C + 0.6D + 1.0E),4.346647387058983
AMD,2018,9 - Altman Z-Score,9.1.A - Working Capital / Total Assets Ratio,0.3415276558384548
AMD,2018,9 - Altman Z-Score,9.1.B - Retained Earnings / Total Assets Ratio,-1.6321334503950835
AMD,2018,9 - Altman Z-Score,9.1.C - EBIT / Total Assets Ratio,0.09899034240561896
AMD,2018,9 - Altman Z-Score,9.1.D - Market Value of Equity / Total Liabilities,7.456550151975684
AMD,2018,9 - Altman Z-Score,9.1.E - Total Sales / Total Assets,1.4212028094820017
AMD,2017,1 - Profitability Ratios,1.1 - Gross Margin,0.3420904484893976
AMD,2017,1 - Profitability Ratios,1.2 - Operating Margin,0.03828110339650966
AMD,2017,1 - Profitability Ratios,1.3 - EBITDA Margin,0.06361418652655282
AMD,2017,1 - Profitability Ratios,1.4 - Net Profit Margin,0.008069056108087821
AMD,2017,2 - Liquidity Ratios,2.1 - Current Ratio,1.7644683714670255
AMD,2017,2 - Liquidity Ratios,2.2 - Quick Ratio,1.0666218034993271
AMD,2017,2 - Liquidity Ratios,2.3- Cash Ratio,0.797442799461642
AMD,2017,3 - Working Capital Ratios,3.1 - Days in A/R,27.397260273972602
AMD,2017,3 - Working Capital Ratios,3.2 - A/R Turnover,14.990154711673698
AMD,2017,3 - Working Capital Ratios,3.3 - Days in Inventory,76.93525385054193
AMD,2017,3 - Working Capital Ratios,3.4 - Inventory Turnover,4.706040268456376
AMD,2017,3 - Working Capital Ratios,3.5 - Days in A/P,87.13776383342841
AMD,2017,3 - Working Capital Ratios,3.6 - A/P Turnover,4.163895486935867
AMD,2017,3 - Working Capital Ratios,3.7 - Cash Conversion Cycle,17.194750291086123
AMD,2017,3 - Working Capital Ratios,3.8 - Working Capital Turnover,4.593965517241379
AMD,2017,4 - Interest Coverage Ratios,4.1 - EBIT / Interest Coverage Ratio,1.5476190476190477
AMD,2017,4 - Interest Coverage Ratios,4.2 - EBITDA / Interest Coverage Ratio,2.6904761904761907
AMD,2017,5 - Leverage Ratios,5.1 - Debt-to-Capital Ratio,0.6954137587238285
AMD,2017,5 - Leverage Ratios,5.2 - Debt-to-Equity Ratio,2.283142389525368
AMD,2017,5 - Leverage Ratios,5.3 - Debt-to-Enterprise Value Ratio,0.19486939293094477
AMD,2017,5 - Leverage Ratios,5.4 - Equity Multiplier (book),5.7937806873977085
AMD,2017,5 - Leverage Ratios,5.5 - Equity Multiplier (market),1.1312602641161231
AMD,2017,6 - Industry Specific Ratios,6.1 - R&D-to-Sales,0.21767686245074122
AMD,2017,6 - Industry Specific Ratios,6.2 - CAPEX-to-Sales,0.04954025145430663
AMD,2017,7 - Valuation Ratios,7.1 - Market-to-Book Ratio,21.745630114566286
AMD,2017,7 - Valuation Ratios,7.2 - Price-to-Earning Ratio,308.99023255813955
AMD,2017,7 - Valuation Ratios,7.3 - Market-to-Sales Ratio,2.4932595233627324
AMD,2017,7 - Valuation Ratios,7.4 - EV-to-EBITDA Ratio,44.337994100294985
AMD,2017,7 - Valuation Ratios,7.5 - EV-to-Sales Ratio,2.820525426909364
AMD,2017,7 - Valuation Ratios,7.6 - EPS (Fully Diluted),0.03
AMD,2017,7 - Valuation Ratios,7.7.1 - Share Price,13.74
AMD,2017,7 - Valuation Ratios,7.7.2 - Common Shares O/S,967000000.0
AMD,2017,7 - Valuation Ratios,7.7.3 - Market Capitalization (Share Price * Common Shares O/S),13286580000.0
AMD,2017,7 - Valuation Ratios,7.7.4 - Net Debt,1744000000.0
AMD,2017,7 - Valuation Ratios,7.7.5 - Enterprise Value,15030580000.0
AMD,2017,8 - Operating Ratios,8.1 - Asset Turnover,1.5534178691152893
AMD,2017,8 - Operating Ratios,8.2 - Return on Assets (ROA),0.012146892655367232
AMD,2017,8 - Operating Ratios,8.3 - Return on Equity (ROE),0.07037643207855974
AMD,2017,8 - Operating Ratios,8.4 - Return on Invested Capital (ROIC),0.035912552198477034
AMD,2017,9 - Altman Z-Score,9.1 - Altman Z-Score (1.2A + 1.4B + 3.3C + 0.6D + 1.0E),1.725035368118928
AMD,2017,9 - Altman Z-Score,9.1.A - Working Capital / Total Assets Ratio,0.32090395480225986
AMD,2017,9 - Altman Z-Score,9.1.B - Retained Earnings / Total Assets Ratio,-2.1920903954802258
AMD,2017,9 - Altman Z-Score,9.1.C - EBIT / Total Assets Ratio,0.05508474576271186
AMD,2017,9 - Altman Z-Score,9.1.D - Market Value of Equity / Total Liabilities,4.536217138955275
AMD,2017,9 - Altman Z-Score,9.1.E - Total Sales / Total Assets,1.5053672316384181
AMD,2016,1 - Profitability Ratios,1.1 - Gross Margin,0.23361423220973782
AMD,2016,1 - Profitability Ratios,1.2 - Operating Margin,-0.08941947565543071
AMD,2016,1 - Profitability Ratios,1.3 - EBITDA Margin,-0.037219101123595506
AMD,2016,1 - Profitability Ratios,1.4 - Net Profit Margin,-0.11633895131086143
AMD,2016,2 - Liquidity Ratios,2.1 - Current Ratio,1.8796433878157504
AMD,2016,2 - Liquidity Ratios,2.2 - Quick Ratio,1.1701337295690937
AMD,2016,2 - Liquidity Ratios,2.3- Cash Ratio,0.9390787518573551
AMD,2016,3 - Working Capital Ratios,3.1 - Days in A/R,26.571863295880153
AMD,2016,3 - Working Capital Ratios,3.2 - A/R Turnover,10.123222748815166
AMD,2016,3 - Working Capital Ratios,3.3 - Days in Inventory,83.72480146609652
AMD,2016,3 - Working Capital Ratios,3.4 - Inventory Turnover,4.58222533240028
AMD,2016,3 - Working Capital Ratios,3.5 - Days in A/P,94.42730604764814
AMD,2016,3 - Working Capital Ratios,3.6 - A/P Turnover,4.608022519352569
AMD,2016,3 - Working Capital Ratios,3.7 - Cash Conversion Cycle,15.869358714328527
AMD,2016,3 - Working Capital Ratios,3.8 - Working Capital Turnover,4.066634935744883
AMD,2016,4 - Interest Coverage Ratios,4.1 - EBIT / Interest Coverage Ratio,-1.8717948717948718
AMD,2016,4 - Interest Coverage Ratios,4.2 - EBITDA / Interest Coverage Ratio,-1.0192307692307692
AMD,2016,5 - Leverage Ratios,5.1 - Debt-to-Capital Ratio,0.7752566180443003
AMD,2016,5 - Leverage Ratios,5.2 - Debt-to-Equity Ratio,3.449519230769231
AMD,2016,5 - Leverage Ratios,5.3 - Debt-to-Enterprise Value Ratio,0.2562417581448273
AMD,2016,5 - Leverage Ratios,5.4 - Equity Multiplier (book),7.983173076923077
AMD,2016,5 - Leverage Ratios,5.5 - Equity Multiplier (market),1.1692459222665132
AMD,2016,6 - Industry Specific Ratios,6.1 - R&D-to-Sales,0.23595505617977527
AMD,2016,6 - Industry Specific Ratios,6.2 - CAPEX-to-Sales,0.007022471910112359
AMD,2016,7 - Valuation Ratios,7.1 - Market-to-Book Ratio,23.307572115384616
AMD,2016,7 - Valuation Ratios,7.2 - Price-to-Earning Ratio,-19.508953722334006
AMD,2016,7 - Valuation Ratios,7.3 - Market-to-Sales Ratio,2.2696512172284646
AMD,2016,7 - Valuation Ratios,7.4 - EV-to-EBITDA Ratio,-71.30157232704403
AMD,2016,7 - Valuation Ratios,7.5 - EV-to-Sales Ratio,2.6537804307116106
AMD,2016,7 - Valuation Ratios,7.6 - EPS (Fully Diluted),-0.6200000000000001
AMD,2016,7 - Valuation Ratios,7.7.1 - Share Price,10.37
AMD,2016,7 - Valuation Ratios,7.7.2 - Common Shares O/S,935000000.0
AMD,2016,7 - Valuation Ratios,7.7.3 - Market Capitalization (Share Price * Common Shares O/S),9695950000.0
AMD,2016,7 - Valuation Ratios,7.7.4 - Net Debt,1641000000.0
AMD,2016,7 - Valuation Ratios,7.7.5 - Enterprise Value,11336950000.0
AMD,2016,8 - Operating Ratios,8.1 - Asset Turnover,1.3287713841368585
AMD,2016,8 - Operating Ratios,8.2 - Return on Assets (ROA),-0.1496537187594098
AMD,2016,8 - Operating Ratios,8.3 - Return on Equity (ROE),-1.1947115384615385
AMD,2016,8 - Operating Ratios,8.4 - Return on Invested Capital (ROIC),-0.12760651912074678
AMD,2016,9 - Altman Z-Score,9.1 - Altman Z-Score (1.2A + 1.4B + 3.3C + 0.6D + 1.0E),0.13720386462613887
AMD,2016,9 - Altman Z-Score,9.1.A - Working Capital / Total Assets Ratio,0.356519120746763
AMD,2016,9 - Altman Z-Score,9.1.B - Retained Earnings / Total Assets Ratio,-2.3495934959349594
AMD,2016,9 - Altman Z-Score,9.1.C - EBIT / Total Assets Ratio,-0.08792532369768143
AMD,2016,9 - Altman Z-Score,9.1.D - Market Value of Equity / Total Liabilities,3.3376764199655766
AMD,2016,9 - Altman Z-Score,9.1.E - Total Sales / Total Assets,1.2863595302619693
AMD,2015,1 - Profitability Ratios,1.1 - Gross Margin,0.2706088699574042
AMD,2015,1 - Profitability Ratios,1.2 - Operating Margin,-0.08819844650463543
AMD,2015,1 - Profitability Ratios,1.3 - EBITDA Margin,-0.07992984214482586
AMD,2015,1 - Profitability Ratios,1.4 - Net Profit Margin,-0.16537208719619143
AMD,2015,2 - Liquidity Ratios,2.1 - Current Ratio,1.6535994297933
AMD,2015,2 - Liquidity Ratios,2.2 - Quick Ratio,0.9394155381325731
AMD,2015,2 - Liquidity Ratios,2.3- Cash Ratio,0.5595153243050606
AMD,2015,3 - Working Capital Ratios,3.1 - Days in A/R,48.74592833876222
AMD,2015,3 - Working Capital Ratios,3.2 - A/R Turnover,5.908216136195411
AMD,2015,3 - Working Capital Ratios,3.3 - Days in Inventory,85.01202335967021
AMD,2015,3 - Working Capital Ratios,3.4 - Inventory Turnover,4.271460014673514
AMD,2015,3 - Working Capital Ratios,3.5 - Days in A/P,71.97183098591549
AMD,2015,3 - Working Capital Ratios,3.6 - A/P Turnover,4.67255216693419
AMD,2015,3 - Working Capital Ratios,3.7 - Cash Conversion Cycle,61.78612071251695
AMD,2015,3 - Working Capital Ratios,3.8 - Working Capital Turnover,3.606868504292815
AMD,2015,4 - Interest Coverage Ratios,4.1 - EBIT / Interest Coverage Ratio,-3.0375
AMD,2015,4 - Interest Coverage Ratios,4.2 - EBITDA / Interest Coverage Ratio,-1.99375
AMD,2015,5 - Leverage Ratios,5.1 - Debt-to-Capital Ratio,1.2227027027027026
AMD,2015,5 - Leverage Ratios,5.2 - Debt-to-Equity Ratio,-5.490291262135922
AMD,2015,5 - Leverage Ratios,5.3 - Debt-to-Enterprise Value Ratio,0.7862182922472312
AMD,2015,5 - Leverage Ratios,5.4 - Equity Multiplier (book),-7.546116504854369
AMD,2015,5 - Leverage Ratios,5.5 - Equity Multiplier (market),2.570247933884297
AMD,2015,6 - Industry Specific Ratios,6.1 - R&D-to-Sales,0.23728388874968678
AMD,2015,6 - Industry Specific Ratios,6.2 - CAPEX-to-Sales,-0.1325482335254322
AMD,2015,7 - Valuation Ratios,7.1 - Market-to-Book Ratio,-4.229126213592234
AMD,2015,7 - Valuation Ratios,7.2 - Price-to-Earning Ratio,-2.64
AMD,2015,7 - Valuation Ratios,7.3 - Market-to-Sales Ratio,0.4365823101979454
AMD,2015,7 - Valuation Ratios,7.4 - EV-to-EBITDA Ratio,-14.038871473354233
AMD,2015,7 - Valuation Ratios,7.5 - EV-to-Sales Ratio,1.1221247807567025
AMD,2015,7 - Valuation Ratios,7.6 - EPS (Fully Diluted),-0.84
AMD,2015,7 - Valuation Ratios,7.7.1 - Share Price,2.2
AMD,2015,7 - Valuation Ratios,7.7.2 - Common Shares O/S,792000000.0
AMD,2015,7 - Valuation Ratios,7.7.3 - Market Capitalization (Share Price * Common Shares O/S),1742400000.0000002
AMD,2015,7 - Valuation Ratios,7.7.4 - Net Debt,2736000000.0
AMD,2015,7 - Valuation Ratios,7.7.5 - Enterprise Value,4478400000.0
AMD,2015,8 - Operating Ratios,8.1 - Asset Turnover,1.160849331006399
AMD,2015,8 - Operating Ratios,8.2 - Return on Assets (ROA),-0.21228690897394661
AMD,2015,8 - Operating Ratios,8.3 - Return on Equity (ROE),1.6019417475728155
AMD,2015,8 - Operating Ratios,8.4 - Return on Invested Capital (ROIC),-0.1156733621653703
AMD,2015,9 - Altman Z-Score,9.1 - Altman Z-Score (1.2A + 1.4B + 3.3C + 0.6D + 1.0E),-1.8712413146905447
AMD,2015,9 - Altman Z-Score,9.1.A - Working Capital / Total Assets Ratio,0.2949501447410743
AMD,2015,9 - Altman Z-Score,9.1.B - Retained Earnings / Total Assets Ratio,-2.349951752975233
AMD,2015,9 - Altman Z-Score,9.1.C - EBIT / Total Assets Ratio,-0.1563203602444516
AMD,2015,9 - Altman Z-Score,9.1.D - Market Value of Equity / Total Liabilities,0.49485941493893787
AMD,2015,9 - Altman Z-Score,9.1.E - Total Sales / Total Assets,1.2836925056288195
AMD,2014,1 - Profitability Ratios,1.1 - Gross Margin,0.3339992735197966
AMD,2014,1 - Profitability Ratios,1.2 - Operating Margin,0.027061387577188522
AMD,2014,1 - Profitability Ratios,1.3 - EBITDA Margin,-0.0032691609153650564
AMD,2014,1 - Profitability Ratios,1.4 - Net Profit Margin,-0.07319288049400653
AMD,2014,2 - Liquidity Ratios,2.1 - Current Ratio,1.9
AMD,2014,2 - Liquidity Ratios,2.2 - Quick Ratio,1.2902777777777779
AMD,2014,2 - Liquidity Ratios,2.3- Cash Ratio,0.5590277777777778
AMD,2014,3 - Working Capital Ratios,3.1 - Days in A/R,54.2262985833636
AMD,2014,3 - Working Capital Ratios,3.2 - A/R Turnover,6.673939393939394
AMD,2014,3 - Working Capital Ratios,3.3 - Days in Inventory,68.18243796018544
AMD,2014,3 - Working Capital Ratios,3.4 - Inventory Turnover,4.674314850223072
AMD,2014,3 - Working Capital Ratios,3.5 - Days in A/P,66.88846468502864
AMD,2014,3 - Working Capital Ratios,3.6 - A/P Turnover,4.63590391908976
AMD,2014,3 - Working Capital Ratios,3.7 - Cash Conversion Cycle,55.5202718585204
AMD,2014,3 - Working Capital Ratios,3.8 - Working Capital Turnover,4.298204527712724
AMD,2014,4 - Interest Coverage Ratios,4.1 - EBIT / Interest Coverage Ratio,-1.2485875706214689
AMD,2014,4 - Interest Coverage Ratios,4.2 - EBITDA / Interest Coverage Ratio,-0.1016949152542373
AMD,2014,5 - Leverage Ratios,5.1 - Debt-to-Capital Ratio,0.9220508545227178
AMD,2014,5 - Leverage Ratios,5.2 - Debt-to-Equity Ratio,11.828877005347593
AMD,2014,5 - Leverage Ratios,5.3 - Debt-to-Enterprise Value Ratio,0.7506311172242583
AMD,2014,5 - Leverage Ratios,5.4 - Equity Multiplier (book),20.144385026737968
AMD,2014,5 - Leverage Ratios,5.5 - Equity Multiplier (market),2.3914517228930166
AMD,2014,6 - Industry Specific Ratios,6.1 - R&D-to-Sales,0.19469669451507446
AMD,2014,6 - Industry Specific Ratios,6.2 - CAPEX-to-Sales,0.027243007628042135
AMD,2014,7 - Valuation Ratios,7.1 - Market-to-Book Ratio,10.664812834224598
AMD,2014,7 - Valuation Ratios,7.2 - Price-to-Earning Ratio,-4.948684863523573
AMD,2014,7 - Valuation Ratios,7.3 - Market-to-Sales Ratio,0.3622084998183799
AMD,2014,7 - Valuation Ratios,7.4 - EV-to-EBITDA Ratio,-264.96222222222224
AMD,2014,7 - Valuation Ratios,7.5 - EV-to-Sales Ratio,0.8662041409371595
AMD,2014,7 - Valuation Ratios,7.6 - EPS (Fully Diluted),-0.5299999999999999
AMD,2014,7 - Valuation Ratios,7.7.1 - Share Price,2.57
AMD,2014,7 - Valuation Ratios,7.7.2 - Common Shares O/S,776000000.0
AMD,2014,7 - Valuation Ratios,7.7.3 - Market Capitalization (Share Price * Common Shares O/S),1994319999.9999998
AMD,2014,7 - Valuation Ratios,7.7.4 - Net Debt,2775000000.0
AMD,2014,7 - Valuation Ratios,7.7.5 - Enterprise Value,4769320000.0
AMD,2014,8 - Operating Ratios,8.1 - Asset Turnover,1.3588351431391905
AMD,2014,8 - Operating Ratios,8.2 - Return on Assets (ROA),-0.1069816830368994
AMD,2014,8 - Operating Ratios,8.3 - Return on Equity (ROE),-2.1550802139037435
AMD,2014,8 - Operating Ratios,8.4 - Return on Invested Capital (ROIC),0.04005093158919098
AMD,2014,9 - Altman Z-Score,9.1 - Altman Z-Score (1.2A + 1.4B + 3.3C + 0.6D + 1.0E),-0.4548458856906421
