name,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,11/30/1988,08/31/1988,08/31/1987,08/31/1986,08/31/1985
TotalLiabilitiesNetMinorityInterest,"13,784,000,000","14,682,000,000","14,185,000,000","12,625,000,000","13,149,000,000","12,117,000,000","10,098,000,000","12,057,000,000","9,856,000,000","10,212,000,000","12,327,000,000","14,697,000,000","13,798,000,000","15,866,000,000","16,248,000,000","17,220,000,000","14,668,000,000","14,612,000,000","13,967,000,000","11,580,000,000","11,113,000,000","10,904,000,000","11,781,000,000","10,577,000,000","10,049,000,000","10,925,000,000","9,798,000,000","10,571,000,000","9,648,000,000","9,112,000,000","6,029,000,000","5,952,000,000","5,881,000,000","5,911,000,000","5,830,000,000","4,780,000,000","4,502,000,000","4,900,000,000","4,538,000,000","4,436,000,000","4,623,000,000","4,877,000,000","4,910,000,000","4,534,000,000","4,635,000,000","4,815,000,000","4,837,000,000","4,440,000,000","4,490,000,000","4,387,000,000","4,297,000,000","4,239,000,000","4,237,000,000","4,459,000,000","4,203,000,000","2,844,000,000","2,815,000,000","2,539,000,000","2,101,500,000","1,924,000,000","2,086,000,000","2,159,600,000","2,294,600,000","2,169,700,000","2,113,200,000","2,145,200,000","2,128,200,000","2,120,400,000","2,123,000,000","2,187,200,000","2,055,400,000","2,040,300,000","1,367,200,000","1,249,000,000","1,167,900,000","1,299,600,000","1,118,800,000","1,228,400,000","1,525,700,000","1,506,400,000","2,104,900,000","3,000,200,000","2,416,200,000","2,815,200,000","3,011,800,000","2,832,800,000","2,697,200,000","2,665,700,000","2,793,500,000","1,843,200,000","1,814,000,000","1,821,400,000","1,873,900,000","1,831,700,000","1,232,500,000","1,257,400,000","1,135,200,000","1,195,700,000","1,322,900,000","1,228,200,000","1,251,500,000","878,700,000","786,400,000","561,200,000","597,900,000","480,400,000","455,417,000","338,477,000","371,500,000","326,200,000","265,000,000","245,000,000","211,600,000","213,300,000","190,700,000","210,200,000","215,100,000","211,100,000","210,400,000","202,300,000","189,500,000","213,100,000","214,200,000","210,500,000","209,300,000","148,300,000","123,500,000","102,400,000","100,400,000","56,700,000","53,200,000","40,900,000"
	CurrentLiabilities,"5,688,000,000","6,635,000,000","6,185,000,000","5,822,000,000","6,317,000,000","6,390,000,000","5,397,000,000","7,361,000,000","5,189,000,000","5,754,000,000","5,883,000,000","6,135,000,000","5,583,000,000","5,334,000,000","5,143,000,000","5,207,000,000","5,546,000,000","4,835,000,000","4,500,000,000","4,411,000,000","4,025,000,000","3,905,000,000","4,566,000,000","4,120,000,000","4,419,000,000","4,811,000,000","4,760,000,000","5,305,000,000","4,513,000,000","4,125,000,000","2,342,000,000","2,117,000,000","2,138,000,000","2,243,000,000","2,177,000,000","2,102,000,000","2,021,000,000","2,480,000,000","2,588,000,000","2,590,000,000","2,758,000,000","2,702,000,000","2,611,000,000","2,247,000,000","2,242,000,000","1,892,000,000","1,825,000,000","1,637,000,000","1,635,000,000","1,598,000,000","1,784,000,000","1,720,000,000","1,852,000,000","2,026,000,000","1,857,000,000","1,777,000,000","1,925,000,000","1,661,000,000","1,279,000,000","1,205,000,000","977,300,000","978,600,000","1,093,300,000","1,093,100,000","1,127,200,000","972,100,000","938,800,000","930,400,000","986,300,000","993,000,000","895,300,000","865,500,000","893,500,000","752,700,000","731,300,000","568,500,000","643,600,000","687,000,000","813,700,000","881,500,000","1,447,200,000","1,647,500,000","1,051,700,000","967,500,000","1,105,000,000","922,000,000","797,300,000","741,700,000","861,700,000","740,300,000","751,800,000","737,900,000","803,600,000","749,900,000","647,300,000","693,300,000","604,400,000","664,500,000","832,400,000","849,800,000","952,700,000","604,800,000","511,900,000","301,000,000","367,500,000","274,200,000","256,800,000","225,730,000","260,600,000","210,800,000","157,800,000","138,300,000","108,900,000","106,100,000","91,100,000","103,200,000","107,300,000","98,000,000","105,400,000","88,100,000","82,200,000","100,800,000","87,400,000","86,000,000","84,600,000","70,400,000","69,300,000","69,300,000","64,500,000","18,600,000","9,700,000","5,300,000"
		PayablesAndAccruedExpenses,"4,856,000,000","5,817,000,000","5,364,000,000","5,077,000,000","5,408,000,000","4,626,000,000","3,494,000,000","4,062,000,000","4,200,000,000","4,404,000,000","3,817,000,000","4,018,000,000","3,568,000,000","3,467,000,000","3,500,000,000","3,648,000,000","3,999,000,000","3,747,000,000","3,599,000,000","3,087,000,000","2,784,000,000","2,596,000,000","3,125,000,000","2,561,000,000","2,855,000,000","2,600,000,000","2,732,000,000","2,523,000,000","2,438,000,000","1,975,000,000","1,424,000,000","1,362,000,000","994,000,000","1,210,000,000","1,547,000,000","1,181,000,000","1,140,000,000","1,830,000,000","1,912,000,000","1,543,000,000","1,823,000,000","1,509,000,000","1,492,000,000","1,040,000,000","1,059,000,000","1,037,000,000","1,037,000,000","950,000,000","943,000,000","1,111,000,000","1,374,000,000","1,299,000,000","1,317,000,000","1,300,000,000","1,245,000,000","1,376,000,000","1,578,000,000","1,319,000,000","951,900,000","910,000,000","721,000,000","752,500,000","733,500,000","734,000,000","788,400,000","796,200,000","750,500,000","733,800,000","740,300,000","714,700,000","631,300,000","621,800,000","674,300,000","554,100,000","528,300,000","390,600,000","461,400,000","512,900,000","650,600,000","739,700,000","1,280,900,000","1,465,800,000","897,600,000","789,800,000","883,600,000","705,400,000","597,300,000","560,200,000","627,800,000","456,600,000","527,100,000","578,900,000","659,700,000","546,100,000","466,100,000","521,600,000","427,000,000","423,700,000","474,100,000","497,800,000","808,000,000","502,300,000","415,700,000","238,600,000","303,300,000","200,200,000","199,647,000","179,920,000","199,600,000","155,000,000","102,800,000","84,300,000","62,500,000","58,800,000","54,100,000","61,300,000","64,300,000","58,100,000","55,900,000","53,700,000","48,100,000","51,900,000","43,000,000","43,500,000","41,200,000","42,100,000","41,400,000","39,100,000",,,,
			Payables,"4,016,000,000","4,802,000,000","4,333,000,000","4,320,000,000","4,640,000,000","3,768,000,000","2,750,000,000","3,388,000,000","3,465,000,000","3,332,000,000","2,814,000,000","3,196,000,000","2,756,000,000","2,514,000,000","2,694,000,000","2,882,000,000","3,287,000,000","3,149,000,000","2,972,000,000","2,436,000,000","2,162,000,000","2,020,000,000","2,487,000,000","1,971,000,000","2,203,000,000","1,863,000,000","2,105,000,000","1,907,000,000","1,811,000,000","1,469,000,000","995,000,000","813,000,000","994,000,000","1,210,000,000",,"1,181,000,000","1,140,000,000",,"1,641,000,000","1,408,000,000","1,568,000,000","1,044,000,000","1,492,000,000","712,000,000","710,000,000","641,000,000","607,000,000","451,000,000","513,000,000","597,000,000","1,374,000,000","711,000,000","811,000,000","856,000,000","789,000,000","835,000,000","1,087,000,000","854,000,000","951,900,000","910,000,000","721,000,000","752,500,000","733,500,000","734,000,000","788,400,000","796,200,000","390,800,000","733,800,000","740,300,000","714,700,000","631,300,000","621,800,000","674,300,000","554,100,000","528,300,000","390,600,000","461,400,000","512,900,000","650,600,000","739,700,000","1,280,900,000","1,465,800,000","897,600,000","789,800,000","883,600,000","705,400,000","597,300,000","560,200,000","627,800,000","456,600,000","527,100,000","578,900,000","659,700,000","546,100,000","466,100,000","521,600,000","427,000,000","423,700,000","474,100,000","497,800,000","808,000,000","502,300,000","415,700,000","238,600,000","303,300,000","200,200,000","199,647,000","179,920,000","199,600,000","155,000,000","102,800,000","84,300,000","62,500,000","58,800,000","54,100,000","61,300,000","64,300,000","58,100,000","55,900,000","53,700,000","48,100,000","51,900,000","43,000,000","43,500,000","41,200,000","42,100,000","41,400,000","39,100,000",,,,
				AccountsPayable,"1,656,000,000","2,191,000,000","2,234,000,000","2,054,000,000","1,879,000,000","1,677,000,000","1,336,000,000","1,523,000,000","1,683,000,000","1,692,000,000","1,360,000,000","1,557,000,000","1,209,000,000","1,333,000,000","1,494,000,000","1,380,000,000","1,304,000,000","1,186,000,000","1,105,000,000","1,014,000,000","1,014,000,000","1,020,000,000","1,000,000,000","948,000,000","961,000,000","1,119,000,000","1,348,000,000","1,155,000,000","1,164,000,000","1,048,000,000","736,000,000","674,000,000","825,000,000","818,000,000",,"806,000,000","818,000,000",,"1,238,000,000","1,180,000,000","1,273,000,000","799,000,000","844,000,000","542,000,000","541,000,000","526,000,000","483,000,000","451,000,000","513,000,000","597,000,000","1,374,000,000","711,000,000","811,000,000","856,000,000","789,000,000","835,000,000","1,087,000,000","854,000,000","951,900,000","910,000,000","721,000,000","752,500,000","733,500,000","734,000,000","788,400,000","796,200,000","390,800,000","733,800,000","740,300,000","714,700,000","631,300,000","621,800,000","674,300,000","554,100,000","528,300,000","390,600,000","461,400,000","512,900,000","650,600,000","739,700,000","1,280,900,000","1,465,800,000","897,600,000","789,800,000","883,600,000","705,400,000","597,300,000","560,200,000","627,800,000","456,600,000","527,100,000","578,900,000","659,700,000","546,100,000","466,100,000","521,600,000","427,000,000","423,700,000","474,100,000","497,800,000","808,000,000","502,300,000","415,700,000","238,600,000","303,300,000","200,200,000","199,647,000","179,920,000","199,600,000","155,000,000","102,800,000","84,300,000","62,500,000","58,800,000","54,100,000","61,300,000","64,300,000","58,100,000","55,900,000","53,700,000","48,100,000","51,900,000","43,000,000","43,500,000","41,200,000","42,100,000","41,400,000","39,100,000",,,,
				TotalTaxPayable,"180,000,000","237,000,000","233,000,000","209,000,000","336,000,000","309,000,000","254,000,000","449,000,000","569,000,000","402,000,000","311,000,000","288,000,000","233,000,000","163,000,000","104,000,000","117,000,000","60,000,000","41,000,000","50,000,000","65,000,000","84,000,000","85,000,000","82,000,000","83,000,000","89,000,000","71,000,000","54,000,000","38,000,000","42,000,000","47,000,000","31,000,000","33,000,000","31,000,000","25,000,000",,"37,000,000","32,000,000",,"33,000,000","45,000,000","40,000,000","51,000,000","54,000,000","42,000,000","40,000,000","32,000,000","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,000,000","25,000,000",,"37,000,000","32,000,000",,"33,000,000","45,000,000","40,000,000","51,000,000","54,000,000","42,000,000","40,000,000","32,000,000","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,"0","0","7,000,000","340,000,000","273,000,000","258,000,000","234,000,000","261,000,000","338,000,000","387,000,000","437,000,000","489,000,000","673,000,000","703,000,000","714,000,000","605,000,000","374,000,000","228,000,000","106,000,000","138,000,000","130,000,000",,"118,000,000","147,000,000",,"188,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"2,180,000,000","2,374,000,000","1,866,000,000","2,057,000,000","2,425,000,000","1,782,000,000","1,160,000,000","1,416,000,000","1,213,000,000","1,238,000,000","1,143,000,000","1,351,000,000","1,314,000,000","1,018,000,000","1,096,000,000","1,378,000,000","1,583,000,000","1,649,000,000","1,559,000,000","1,123,000,000","803,000,000","577,000,000","1,018,000,000","503,000,000","664,000,000",,,,,,,,,"237,000,000",,"220,000,000","143,000,000",,"182,000,000","183,000,000","255,000,000","194,000,000","594,000,000","128,000,000","129,000,000","83,000,000","86,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"840,000,000","1,015,000,000","1,031,000,000","757,000,000","768,000,000","858,000,000","744,000,000","674,000,000","735,000,000","1,072,000,000","1,003,000,000","822,000,000","812,000,000","953,000,000","806,000,000","766,000,000","712,000,000","598,000,000","627,000,000","651,000,000","622,000,000","576,000,000","638,000,000","590,000,000","652,000,000","737,000,000","627,000,000","616,000,000","627,000,000","506,000,000","429,000,000","549,000,000",,,,,,,"271,000,000","135,000,000","255,000,000","465,000,000",,"328,000,000","349,000,000","396,000,000","430,000,000","499,000,000","430,000,000","514,000,000",,"588,000,000","506,000,000","444,000,000","456,000,000","541,000,000","491,000,000","465,000,000",,,,,,,,,"359,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245,000,000","290,000,000",,"276,000,000","273,000,000",,,"272,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"273,000,000","270,000,000","330,000,000","237,000,000","462,000,000","1,310,000,000","1,346,000,000","2,634,000,000","398,000,000","859,000,000","1,454,000,000","1,514,000,000","1,401,000,000","1,262,000,000","1,161,000,000","1,117,000,000","1,155,000,000","756,000,000","712,000,000","1,125,000,000","1,051,000,000","1,089,000,000","1,148,000,000","1,199,000,000","1,168,000,000","1,638,000,000","1,508,000,000","2,230,000,000","1,543,000,000","1,585,000,000","357,000,000","350,000,000","266,000,000","224,000,000","262,000,000","150,000,000","146,000,000","140,000,000","184,000,000","420,000,000","468,000,000","712,000,000","652,000,000","991,000,000","618,000,000","424,000,000","372,000,000","353,000,000","343,000,000","275,000,000","262,000,000","244,000,000","281,000,000","423,000,000","411,000,000","183,000,000","159,000,000","166,000,000","180,400,000","148,000,000","146,200,000","147,000,000","248,800,000","283,500,000","258,700,000","70,600,000","71,600,000","85,300,000","73,800,000","88,900,000","93,700,000","109,000,000","95,800,000","93,100,000","91,500,000","80,500,000","85,600,000","86,200,000","91,400,000","42,400,000","50,200,000","47,900,000","44,200,000","74,200,000","108,800,000","111,700,000","105,200,000","102,900,000","114,500,000","107,400,000","101,800,000","108,600,000","105,700,000","126,600,000","113,400,000","113,700,000","103,800,000","165,200,000","257,400,000","233,100,000","28,900,000","26,500,000","25,900,000","25,800,000","25,400,000","29,800,000","29,179,000","20,635,000","24,500,000","25,400,000","25,000,000","31,700,000","27,700,000","27,200,000","24,700,000","25,100,000","23,200,000","23,800,000","32,700,000","26,300,000","25,600,000","24,700,000","22,900,000","21,800,000","20,500,000","11,600,000","8,900,000","3,600,000","5,900,000","6,700,000",,
			CurrentDebt,"195,000,000","194,000,000","195,000,000","84,000,000","277,000,000","1,087,000,000","1,346,000,000","2,373,000,000","109,000,000","549,000,000","1,108,000,000","1,143,000,000","1,047,000,000","905,000,000","806,000,000","768,000,000","817,000,000","376,000,000","365,000,000","787,000,000","778,000,000","763,000,000","823,000,000","830,000,000","853,000,000","1,315,000,000","1,161,000,000","1,878,000,000","1,543,000,000","1,585,000,000","357,000,000","350,000,000","266,000,000","224,000,000","262,000,000","150,000,000","146,000,000","140,000,000","184,000,000","420,000,000","468,000,000","712,000,000","652,000,000","991,000,000","618,000,000","424,000,000","372,000,000","353,000,000","343,000,000","275,000,000","262,000,000","244,000,000","281,000,000","423,000,000","411,000,000","183,000,000","159,000,000","166,000,000","180,400,000","148,000,000","146,200,000","147,000,000","248,800,000","283,500,000","258,700,000","70,600,000","71,600,000","85,300,000","73,800,000","88,900,000","93,700,000","109,000,000","95,800,000","93,100,000","91,500,000","80,500,000","85,600,000","86,200,000","91,400,000","42,400,000","50,200,000","47,900,000","44,200,000","74,200,000","108,800,000","111,700,000","105,200,000","102,900,000","114,500,000","107,400,000","101,800,000","108,600,000","105,700,000","126,600,000","113,400,000","113,700,000","103,800,000","165,200,000","257,400,000","233,100,000","28,900,000","26,500,000","25,900,000","25,800,000","25,400,000","29,800,000","29,179,000","20,635,000","24,500,000","25,400,000","25,000,000","31,700,000","27,700,000","27,200,000","24,700,000","25,100,000","23,200,000","23,800,000","32,700,000","26,300,000","25,600,000","24,700,000","22,900,000","21,800,000","20,500,000","11,600,000","8,900,000","3,600,000","5,900,000","6,700,000",,
				CurrentNotesPayable,"132,000,000","131,000,000","130,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"63,000,000","193,000,000","195,000,000","84,000,000","277,000,000","1,087,000,000",,"2,373,000,000","109,000,000","549,000,000","1,108,000,000","1,143,000,000","1,047,000,000","905,000,000","806,000,000","768,000,000","817,000,000","376,000,000","365,000,000","787,000,000","778,000,000","763,000,000","823,000,000","830,000,000","853,000,000","1,315,000,000","1,161,000,000","1,878,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"78,000,000","76,000,000","135,000,000","153,000,000","185,000,000","223,000,000",,"261,000,000","289,000,000","310,000,000","346,000,000","371,000,000","354,000,000","357,000,000","355,000,000","349,000,000","338,000,000","380,000,000","347,000,000","338,000,000","273,000,000","326,000,000","325,000,000","369,000,000","315,000,000","323,000,000","347,000,000","352,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,"491,000,000","612,000,000","603,000,000","614,000,000","605,000,000","482,000,000","442,000,000","392,000,000","332,000,000","189,000,000","199,000,000","190,000,000","220,000,000","293,000,000","360,000,000","396,000,000","407,000,000","378,000,000","407,000,000","428,000,000","383,000,000","389,000,000","343,000,000","359,000,000","389,000,000","247,000,000","364,000,000","406,000,000","443,000,000","412,000,000","285,000,000","325,000,000","298,000,000","244,000,000","216,000,000","212,000,000","209,000,000","183,000,000","195,000,000","192,000,000","114,000,000","80,000,000","73,000,000","87,000,000","169,000,000","75,000,000","70,000,000","69,000,000","53,000,000","43,500,000","33,000,000","31,600,000","30,300,000","23,400,000","27,300,000","24,300,000","35,200,000","34,000,000","33,100,000","24,800,000","22,700,000","26,000,000","18,500,000","25,400,000","25,500,000","26,200,000",,"25,100,000","26,400,000",,"54,800,000","58,200,000","87,900,000","74,900,000","37,600,000","48,400,000","23,400,000","13,000,000","7,500,000","6,200,000","7,500,000","5,600,000","4,900,000","6,700,000","14,500,000","13,000,000","10,400,000","10,100,000","7,800,000","13,600,000","20,200,000","20,500,000","16,400,000","13,300,000","13,600,000","13,800,000","13,000,000","10,151,000","5,735,000",,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,,,,,,,,,"4,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,,,,,,,,,"491,000,000","612,000,000","603,000,000","614,000,000","605,000,000","482,000,000","442,000,000","392,000,000","332,000,000","189,000,000","199,000,000","190,000,000","220,000,000","293,000,000","360,000,000","396,000,000","407,000,000","378,000,000","407,000,000","428,000,000","383,000,000","389,000,000","343,000,000","359,000,000","389,000,000","247,000,000","364,000,000","406,000,000","443,000,000","412,000,000","285,000,000","325,000,000","298,000,000","244,000,000","216,000,000","212,000,000","209,000,000","183,000,000","195,000,000","192,000,000","114,000,000","80,000,000","73,000,000","87,000,000","169,000,000","75,000,000","70,000,000","69,000,000","53,000,000","43,400,000","33,000,000","31,600,000","30,300,000","23,400,000","27,300,000","24,300,000","35,200,000","34,000,000","33,100,000","24,800,000","22,700,000","21,500,000","18,500,000","25,400,000","25,500,000","26,200,000",,"25,100,000","26,400,000",,"54,800,000","58,200,000","87,900,000","74,900,000","37,600,000","48,400,000","23,400,000","13,000,000","7,500,000","6,200,000","7,500,000","5,600,000","4,900,000","6,700,000","14,500,000","13,000,000","10,400,000","10,100,000","7,800,000","13,600,000","20,200,000","20,500,000","16,400,000","13,300,000","13,600,000","13,800,000","13,000,000","10,151,000","5,735,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"559,000,000","548,000,000","491,000,000","508,000,000","447,000,000","454,000,000","557,000,000","665,000,000","591,000,000","1,143,000,000","1,885,000,000","1,941,000,000","1,817,000,000","1,670,000,000","1,487,000,000","1,406,000,000","1,391,000,000","956,000,000","901,000,000","1,324,000,000","1,241,000,000","1,294,000,000","1,362,000,000","1,458,000,000","1,454,000,000","166,000,000","142,000,000","145,000,000","104,000,000","182,000,000","172,000,000","62,000,000","274,000,000","130,000,000","121,000,000","131,000,000","56,000,000","67,000,000","80,000,000","70,000,000","142,000,000","183,000,000","223,000,000",,"353,000,000","222,000,000","233,000,000","139,000,000","157,000,000","98,000,000","68,000,000","104,000,000","167,000,000","134,000,000","126,000,000","148,000,000","119,000,000","123,000,000","103,200,000","114,000,000","78,500,000","48,800,000","87,600,000","48,300,000","55,800,000","70,100,000","82,700,000","78,200,000","147,400,000","166,700,000","144,300,000","116,200,000","98,000,000","80,000,000","85,300,000","97,400,000","71,500,000","61,500,000","71,700,000","44,600,000","57,900,000","45,900,000","35,000,000","65,900,000","64,200,000","81,500,000","81,800,000","71,100,000","113,200,000","168,800,000","117,300,000","45,500,000","31,500,000","62,700,000","54,800,000","47,600,000","63,500,000","67,800,000","87,300,000","98,700,000","95,300,000","59,600,000","57,000,000","23,000,000","25,000,000","31,200,000","17,823,000","19,440,000","36,500,000","30,400,000","30,000,000","22,300,000","18,700,000","20,100,000","12,300,000","16,800,000","19,800,000","16,100,000","16,800,000","8,100,000","8,500,000","24,200,000","21,500,000","20,700,000","22,900,000","16,700,000","19,000,000","26,600,000","58,600,000","11,900,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"8,096,000,000","8,047,000,000","8,000,000,000","6,803,000,000","6,832,000,000","5,727,000,000","4,701,000,000","4,696,000,000","4,667,000,000","4,458,000,000","6,444,000,000","8,562,000,000","8,215,000,000","10,532,000,000","11,105,000,000","12,013,000,000","9,122,000,000","9,777,000,000","9,467,000,000","7,169,000,000","7,088,000,000","6,999,000,000","7,215,000,000","6,457,000,000","5,630,000,000","6,114,000,000","5,038,000,000","5,266,000,000","5,135,000,000","4,987,000,000","3,687,000,000","3,835,000,000","3,743,000,000","3,668,000,000","3,653,000,000","2,678,000,000","2,481,000,000","2,420,000,000","1,950,000,000","1,846,000,000","1,865,000,000","2,175,000,000","2,299,000,000","2,287,000,000","2,393,000,000","2,923,000,000","3,012,000,000","2,803,000,000","2,855,000,000","2,789,000,000","2,513,000,000","2,519,000,000","2,385,000,000","2,433,000,000","2,346,000,000","1,067,000,000","890,000,000","878,000,000","822,500,000","719,000,000","1,108,700,000","1,181,000,000","1,201,300,000","1,076,600,000","986,000,000","1,173,100,000","1,189,400,000","1,190,000,000","1,136,700,000","1,194,200,000","1,160,100,000","1,174,800,000","473,700,000","496,300,000","436,600,000","731,100,000","475,200,000","541,400,000","712,000,000","624,900,000","657,700,000","1,352,700,000","1,364,500,000","1,847,700,000","1,906,800,000","1,910,800,000","1,899,900,000","1,924,000,000","1,931,800,000","1,102,900,000","1,062,200,000","1,083,500,000","1,070,300,000","1,081,800,000","585,200,000","564,100,000","530,800,000","531,200,000","490,500,000","378,400,000","298,800,000","273,900,000","274,500,000","260,200,000","230,400,000","206,200,000","198,617,000","112,747,000","110,900,000","115,400,000","107,200,000","106,700,000","102,700,000","107,200,000","99,600,000","107,000,000","107,800,000","113,100,000","105,000,000","114,200,000","107,300,000","112,300,000","126,800,000","124,500,000","124,700,000","77,900,000","54,200,000","33,100,000","35,900,000","38,100,000","43,500,000","35,600,000"
