name,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,10/31/2008
			NonCurrentDeferredTaxesLiabilities,,,,,,,"1,660,000,000","1,871,000,000","2,076,000,000","169,000,000","178,000,000","266,000,000","1,243,000,000","10,019,000,000","9,859,000,000","10,239,000,000","10,274,000,000","10,287,000,000","9,614,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"735,000,000","823,000,000","670,000,000","711,000,000","788,000,000",,"397,000,000","442,000,000","517,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,,,,,"116,000,000",,,,"116,000,000",,,,,,,,,,,,"326,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,,,,,,,,,,,,,,"112,000,000","503,000,000","508,000,000","518,000,000","531,000,000","468,000,000","475,000,000","469,000,000","475,000,000","467,000,000","481,000,000","496,000,000","506,000,000","481,000,000",,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,"112,000,000","503,000,000","508,000,000","518,000,000","531,000,000","468,000,000","475,000,000","469,000,000","475,000,000","467,000,000","481,000,000","496,000,000","506,000,000","481,000,000",,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"4,476,000,000","4,603,000,000","5,140,000,000","5,222,000,000","5,676,000,000","5,497,000,000","3,897,000,000","3,917,000,000","3,840,000,000","3,351,000,000","3,068,000,000","2,998,000,000","4,775,000,000","1,141,000,000","1,086,000,000","1,140,000,000","1,131,000,000","1,006,000,000","1,057,000,000","10,855,000,000","433,000,000","55,000,000","373,000,000","232,000,000","274,000,000","263,000,000","271,000,000","101,000,000","115,000,000","105,000,000","97,000,000","96,000,000","95,000,000","95,000,000","82,000,000","85,000,000","87,000,000","86,000,000","88,000,000","86,000,000","85,000,000","83,000,000","68,000,000","67,000,000","65,000,000","64,000,000","63,000,000","61,000,000","55,000,000"
TotalEquityGrossMinorityInterest,"23,999,000,000","23,901,000,000","23,585,000,000","23,970,000,000","24,396,000,000","24,970,000,000","21,503,000,000","22,172,000,000","23,224,000,000","26,657,000,000","27,452,000,000","32,067,000,000","29,081,000,000","23,186,000,000","22,704,000,000","22,343,000,000","22,010,000,000","21,876,000,000","22,504,000,000","22,762,000,000","5,121,000,000","4,714,000,000","4,281,000,000","4,061,000,000","3,628,000,000","3,243,000,000","3,098,000,000","3,154,000,000","2,992,000,000","2,886,000,000","2,726,000,000","2,611,000,000","2,518,000,000","2,419,000,000","2,289,000,000","2,167,000,000","2,040,000,000","2,006,000,000","1,870,000,000","1,791,000,000","1,644,000,000","1,505,000,000","1,333,000,000","1,200,000,000","1,087,000,000","1,040,000,000","758,000,000","758,000,000","780,000,000"
	StockholdersEquity,"23,999,000,000","23,901,000,000","23,585,000,000","23,970,000,000","24,396,000,000","24,970,000,000","21,503,000,000","22,172,000,000","23,224,000,000","26,657,000,000","27,452,000,000","32,067,000,000","25,901,000,000","20,285,000,000","19,802,000,000","19,425,000,000","19,033,000,000","18,892,000,000","19,473,000,000","19,702,000,000","5,121,000,000","4,714,000,000","4,281,000,000","4,061,000,000","3,628,000,000","3,243,000,000","3,098,000,000","3,154,000,000","2,992,000,000","2,886,000,000","2,726,000,000","2,611,000,000","2,518,000,000","2,419,000,000","2,289,000,000","2,167,000,000","2,040,000,000","2,006,000,000","1,870,000,000","1,791,000,000","1,644,000,000","1,505,000,000","1,333,000,000","1,200,000,000","1,087,000,000","1,040,000,000","758,000,000","758,000,000","780,000,000"
		CapitalStock,"26,000,000","27,000,000","28,000,000","28,000,000","28,000,000","29,000,000","21,619,000,000","22,288,000,000","23,081,000,000","23,285,000,000","23,291,000,000","24,305,000,000","20,851,000,000","20,505,000,000","20,180,000,000","19,869,000,000","19,504,000,000","19,241,000,000","18,926,000,000","18,659,000,000","2,699,000,000","2,547,000,000","2,403,000,000","2,319,000,000","2,131,000,000","2,009,000,000","1,875,000,000","1,694,000,000","1,622,000,000","1,587,000,000","1,538,000,000","1,518,000,000","1,493,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			PreferredStock,"26,000,000","27,000,000","28,000,000","28,000,000","28,000,000","29,000,000",,,,,,,,,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"0","0","0","0","0","0","21,619,000,000","22,288,000,000","23,081,000,000","23,285,000,000","23,291,000,000","24,305,000,000","20,851,000,000","20,505,000,000","20,180,000,000","19,869,000,000","19,504,000,000","19,241,000,000","18,926,000,000","18,659,000,000","2,699,000,000","2,547,000,000","2,403,000,000","2,319,000,000","2,131,000,000","2,009,000,000","1,875,000,000","1,694,000,000","1,622,000,000","1,587,000,000","1,538,000,000","1,518,000,000","1,493,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"24,080,000,000","23,982,000,000","23,688,000,000","24,073,000,000","24,500,000,000","25,081,000,000",,,,,,,"20,851,000,000","20,505,000,000","20,180,000,000","19,869,000,000","19,504,000,000","19,241,000,000","18,926,000,000","18,659,000,000","2,699,000,000","2,547,000,000","2,403,000,000","2,319,000,000","2,131,000,000","2,009,000,000","1,875,000,000","1,694,000,000","1,622,000,000","1,587,000,000","1,538,000,000","1,518,000,000","1,493,000,000","1,479,000,000","1,456,000,000","1,442,000,000","1,416,000,000","1,479,000,000","1,472,000,000","1,518,000,000","1,487,000,000","1,450,000,000","1,435,000,000","1,425,000,000","1,402,000,000","1,393,000,000","1,084,000,000","1,086,000,000","1,084,000,000"
		RetainedEarnings,"0","0","0","0","0","0","0","0","259,000,000","3,487,000,000","4,267,000,000","7,868,000,000","5,132,000,000","-129,000,000","-245,000,000","-311,000,000","-337,000,000","-215,000,000","619,000,000","1,116,000,000","2,495,000,000","2,240,000,000","1,927,000,000","1,791,000,000","1,546,000,000","1,284,000,000","1,230,000,000","1,467,000,000","1,377,000,000","1,305,000,000","1,190,000,000","1,100,000,000","1,034,000,000","951,000,000","831,000,000","723,000,000","621,000,000","525,000,000","398,000,000","276,000,000","161,000,000","59,000,000","-105,000,000","-228,000,000","-318,000,000","-356,000,000","-335,000,000","-337,000,000","-312,000,000"
		GainsLossesNotAffectingRetainedEarnings,"-107,000,000","-108,000,000","-131,000,000","-131,000,000","-132,000,000","-140,000,000","-116,000,000","-116,000,000","-116,000,000","-115,000,000","-106,000,000","-106,000,000","-82,000,000","-91,000,000","-133,000,000","-133,000,000","-134,000,000","-134,000,000","-72,000,000","-73,000,000","-73,000,000","-73,000,000","-49,000,000","-49,000,000","-49,000,000","-50,000,000","-7,000,000","-7,000,000","-7,000,000","-6,000,000","-2,000,000","-7,000,000","-9,000,000","-11,000,000","2,000,000","2,000,000","3,000,000","2,000,000","0","-3,000,000","-4,000,000","-4,000,000","3,000,000","3,000,000","3,000,000","3,000,000","9,000,000","9,000,000","8,000,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,402,000,000",,,,
	MinorityInterest,,,,,,,,,,"0","0","0","3,180,000,000","2,901,000,000","2,902,000,000","2,918,000,000","2,977,000,000","2,984,000,000","3,031,000,000","3,060,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"65,067,000,000","64,136,000,000","66,188,000,000","69,014,000,000","66,803,000,000","54,981,000,000","55,531,000,000","56,183,000,000","57,328,000,000","44,150,000,000","44,939,000,000","49,548,000,000","43,376,000,000","37,716,000,000","33,374,000,000","32,992,000,000","32,595,000,000","32,080,000,000","32,854,000,000","34,366,000,000","9,013,000,000","8,617,000,000","8,196,000,000","8,913,000,000","9,082,000,000","8,706,000,000","8,570,000,000","3,154,000,000","2,992,000,000","2,886,000,000","2,726,000,000","2,611,000,000","2,518,000,000","2,419,000,000","2,289,000,000","2,167,000,000","2,040,000,000","2,006,000,000","1,870,000,000","1,791,000,000","1,644,000,000","1,505,000,000","1,563,000,000","1,430,000,000","1,317,000,000","1,270,000,000","1,458,000,000","1,458,000,000","1,483,000,000"
PreferredStockEquity,"26,000,000","27,000,000","28,000,000","28,000,000","28,000,000","29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"23,973,000,000","23,874,000,000","23,557,000,000","23,942,000,000","24,368,000,000","24,941,000,000","21,503,000,000","22,172,000,000","23,224,000,000","26,657,000,000","27,452,000,000","32,067,000,000","25,901,000,000","20,285,000,000","19,802,000,000","19,425,000,000","19,033,000,000","18,892,000,000","19,473,000,000","19,702,000,000","5,121,000,000","4,714,000,000","4,281,000,000","4,061,000,000","3,628,000,000","3,243,000,000","3,098,000,000","3,154,000,000","2,992,000,000","2,886,000,000","2,726,000,000","2,611,000,000","2,518,000,000","2,419,000,000","2,289,000,000","2,167,000,000","2,040,000,000","2,006,000,000","1,870,000,000","1,791,000,000","1,644,000,000","1,505,000,000","1,333,000,000","1,200,000,000","1,087,000,000","1,040,000,000","758,000,000","758,000,000","780,000,000"
CapitalLeaseObligations,,,"713,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000","2,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","4,000,000","5,000,000","6,000,000","6,000,000","6,000,000","7,000,000","6,000,000","6,000,000","6,000,000","5,000,000","5,000,000","5,000,000","6,000,000","7,000,000"
NetTangibleAssets,"-34,877,000,000","-36,328,000,000","-38,219,000,000","-39,396,000,000","-40,541,000,000","-29,298,000,000","-34,062,000,000","-34,678,000,000","-34,916,000,000","-11,018,000,000","-11,066,000,000","-7,187,000,000","-14,169,000,000","-15,253,000,000","-16,831,000,000","-18,297,000,000","-19,734,000,000","-20,908,000,000","-21,130,000,000","-22,018,000,000","347,000,000","-237,000,000","-917,000,000","-815,000,000","-1,413,000,000","-1,970,000,000","-1,980,000,000","2,321,000,000","2,133,000,000","2,003,000,000","1,819,000,000","2,017,000,000","1,935,000,000","1,817,000,000","1,668,000,000","1,529,000,000","1,383,000,000","1,330,000,000","1,174,000,000","1,076,000,000","912,000,000","760,000,000","568,000,000","422,000,000","289,000,000","222,000,000","-78,000,000","-98,000,000","-110,000,000"
WorkingCapital,"7,606,000,000","5,524,000,000","6,979,000,000","7,621,000,000","4,370,000,000","3,018,000,000","2,616,000,000","2,174,000,000","2,255,000,000","6,769,000,000","6,508,000,000","10,350,000,000","9,250,000,000","13,294,000,000","7,725,000,000","6,416,000,000","5,228,000,000","4,047,000,000","3,320,000,000","4,036,000,000","3,109,000,000","2,656,000,000","2,217,000,000","3,170,000,000","3,253,000,000","2,819,000,000","2,900,000,000","1,618,000,000","1,495,000,000","1,395,000,000","1,261,000,000","1,488,000,000","1,436,000,000","1,345,000,000","1,239,000,000","1,152,000,000","1,058,000,000","1,043,000,000","918,000,000","832,000,000","673,000,000","522,000,000","588,000,000","446,000,000","309,000,000","231,000,000","365,000,000","333,000,000","291,000,000"
InvestedCapital,"65,905,000,000","64,936,000,000","66,967,000,000","69,805,000,000","69,086,000,000","57,739,000,000","59,068,000,000","59,720,000,000","60,865,000,000","44,150,000,000","45,056,000,000","49,665,000,000","43,493,000,000","37,833,000,000","33,374,000,000","32,992,000,000","32,595,000,000","32,534,000,000","33,188,000,000","34,710,000,000","9,059,000,000","8,663,000,000","8,242,000,000","8,959,000,000","9,128,000,000","8,752,000,000","8,616,000,000","3,154,000,000","2,992,000,000","2,886,000,000","2,726,000,000","2,611,000,000","2,518,000,000","2,419,000,000","2,289,000,000","2,167,000,000","2,040,000,000","2,006,000,000","1,870,000,000","1,791,000,000","1,644,000,000","1,735,000,000","1,563,000,000","1,430,000,000","1,317,000,000","1,634,000,000","1,458,000,000","1,458,000,000","1,483,000,000"
TangibleBookValue,"-34,903,000,000","-36,355,000,000","-38,247,000,000","-39,424,000,000","-40,569,000,000","-29,327,000,000","-34,062,000,000","-34,678,000,000","-34,916,000,000","-11,018,000,000","-11,066,000,000","-7,187,000,000","-14,169,000,000","-15,253,000,000","-16,831,000,000","-18,297,000,000","-19,734,000,000","-20,908,000,000","-21,130,000,000","-22,018,000,000","347,000,000","-237,000,000","-917,000,000","-815,000,000","-1,413,000,000","-1,970,000,000","-1,980,000,000","2,321,000,000","2,133,000,000","2,003,000,000","1,819,000,000","2,017,000,000","1,935,000,000","1,817,000,000","1,668,000,000","1,529,000,000","1,383,000,000","1,330,000,000","1,174,000,000","1,076,000,000","912,000,000","760,000,000","568,000,000","422,000,000","289,000,000","222,000,000","-78,000,000","-98,000,000","-110,000,000"
TotalDebt,"41,932,000,000","41,062,000,000","44,123,000,000","45,863,000,000","44,718,000,000","32,798,000,000","37,565,000,000","37,548,000,000","37,641,000,000","17,493,000,000","17,604,000,000","17,598,000,000","17,592,000,000","17,548,000,000","13,572,000,000","13,567,000,000","13,562,000,000","13,642,000,000","13,715,000,000","15,008,000,000","3,938,000,000","3,949,000,000","3,961,000,000","4,898,000,000","5,500,000,000","5,509,000,000","5,518,000,000",,"2,000,000","2,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","4,000,000","5,000,000","6,000,000","6,000,000","6,000,000","7,000,000","236,000,000","236,000,000","236,000,000","235,000,000","599,000,000","705,000,000","706,000,000","710,000,000"
NetDebt,"32,380,000,000","33,444,000,000","34,553,000,000","36,656,000,000","38,274,000,000","27,743,000,000","32,103,000,000","32,220,000,000","32,548,000,000","13,201,000,000","13,468,000,000","9,411,000,000","10,516,000,000","6,344,000,000","8,323,000,000","9,313,000,000","10,026,000,000","10,545,000,000","11,754,000,000","12,967,000,000","1,769,000,000","2,127,000,000","2,607,000,000","2,390,000,000","2,931,000,000","3,905,000,000","4,241,000,000",,,,,,,,,,,,,,,,,,"86,000,000","122,000,000","446,000,000","459,000,000","490,000,000"
ShareIssued,"408,000,000","407,000,000","404,000,000","402,000,000","399,000,000","398,000,000","397,612,545","399,000,000","396,000,000","408,000,000","413,000,000","436,000,000","409,983,907","408,732,155","407,553,164","406,003,761","400,292,144","398,281,461","396,440,929","394,814,039","278,110,739","276,259,120","274,908,309","259,521,268","256,289,707","254,330,630","252,693,532","251,328,239","249,672,096","249,100,178","247,651,731","246,852,295","246,089,674","245,477,491","244,784,784","244,726,290","243,761,105","245,962,320","245,504,566","246,186,797","243,427,133","239,888,231","239,084,469","238,586,390","236,054,966","235,392,897","235,392,897","235,392,897","235,392,897"
OrdinarySharesNumber,"408,000,000","407,000,000","404,000,000","402,000,000","399,000,000","398,000,000","397,612,545","399,000,000","396,000,000","408,000,000","413,000,000","436,000,000","409,983,907","408,732,155","407,553,164","406,003,761","400,292,144","398,281,461","396,440,929","394,814,039","278,110,739","276,259,120","274,908,309","259,521,268","256,289,707","254,330,630","252,693,532","251,328,239","249,672,096","249,100,178","247,651,731","246,852,295","246,089,674","245,477,491","244,784,784","244,726,290","243,761,105","245,962,320","245,504,566","246,186,797","243,427,133","239,888,231","239,084,469","238,586,390","236,054,966","235,392,897","235,392,897","235,392,897","235,392,897"
PreferredSharesNumber,"4,000,000","4,000,000","4,000,000","4,000,000","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
