name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
CurrentDeferredRevenue,,,,,,,,,,,,,0,0,0,0,"109,800,000","120,600,000","118,700,000","112,900,000","112,000,000","130,400,000","155,100,000","156,000,000","165,100,000","167,000,000","162,600,000","151,700,000","140,500,000","145,200,000","152,900,000","133,800,000","134,500,000","149,900,000","152,200,000","153,500,000","172,000,000","188,400,000","187,700,000","169,500,000","149,500,000","134,500,000","127,800,000","109,100,000","98,800,000","101,600,000","102,800,000","100,900,000","114,100,000","128,600,000",,"120,800,000","120,400,000","115,700,000","110,400,000","121,800,000","123,200,000","128,600,000","126,900,000","113,200,000","97,100,000","100,500,000","91,200,000","96,900,000","96,700,000","109,500,000","98,700,000","81,100,000","66,200,000",,"64,300,000","68,200,000","70,800,000","72,600,000","75,300,000",,,"117,000,000",,,,,,
OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,"40,000,000","3,100,000","1,800,000","5,200,000","2,700,000","5,200,000","1,900,000","5,000,000","2,300,000","5,100,000","600,000",,,,"62,800,000",,,"51,600,000",,,,,,,,,,"6,800,000","126,200,000","3,100,000","3,500,000","2,100,000","3,200,000","2,500,000","3,200,000","6,400,000","6,400,000","4,500,000","5,500,000","6,400,000","6,400,000","4,100,000","2,400,000","4,000,000","3,200,000","1,700,000","1,700,000","83,600,000","16,800,000","14,800,000","11,000,000","17,400,000","5,300,000","87,900,000","107,400,000","7,000,000","170,000,000","169,700,000",,"14,200,000","17,600,000","33,200,000"
TotalNonCurrentLiabilitiesNetMinorityInterest,"3,435,400,000","4,003,700,000","4,503,900,000","4,447,100,000","3,283,000,000","3,281,100,000","3,959,800,000","3,026,100,000","2,924,200,000","2,891,700,000","2,305,500,000","2,366,600,000","2,985,200,000","3,196,600,000","3,351,800,000","3,427,100,000","3,576,800,000","3,539,000,000","3,111,600,000","987,600,000","998,400,000","1,031,000,000","975,400,000","1,105,400,000","1,134,800,000","1,194,900,000","909,600,000","922,600,000","951,000,000","868,900,000","899,500,000","944,800,000","913,400,000","1,076,700,000","1,071,400,000","1,080,400,000","1,114,500,000","1,230,900,000","1,268,000,000","1,361,000,000","820,300,000","714,700,000","693,800,000","883,900,000","790,700,000","790,100,000","786,900,000","902,200,000","1,114,200,000","1,198,400,000","1,200,000,000","1,221,400,000","1,182,300,000","1,170,700,000","1,174,100,000","1,180,200,000","1,188,100,000","1,010,200,000","1,042,000,000","1,041,300,000","1,025,700,000","1,290,600,000","1,293,700,000","1,292,500,000","1,297,400,000","1,298,700,000","1,311,100,000","1,306,700,000","1,469,400,000","1,423,300,000","1,572,000,000","1,572,400,000","1,549,100,000","1,443,800,000","1,448,600,000","1,441,100,000","1,437,200,000","1,416,000,000","1,407,900,000","1,280,300,000","1,273,500,000","1,247,100,000","1,243,500,000","1,310,900,000"
LongTermDebtAndCapitalLeaseObligation,"2,959,700,000","3,537,600,000","4,044,800,000","4,043,000,000","2,876,500,000","2,878,800,000","3,550,800,000","2,639,000,000","2,627,600,000","2,615,700,000","2,020,400,000","2,084,400,000","2,703,700,000","2,684,400,000","2,872,300,000","2,986,800,000","3,068,500,000","3,095,700,000","2,935,100,000","835,100,000","850,500,000","868,400,000","822,300,000","950,200,000","983,000,000","980,300,000","735,500,000","746,500,000","760,600,000","659,400,000","686,300,000","706,800,000","658,300,000","802,500,000","805,000,000","811,900,000","836,900,000","948,800,000","998,700,000","1,095,200,000","752,800,000","650,200,000","632,900,000","823,500,000","727,600,000","729,900,000","729,500,000","844,300,000","1,061,400,000","1,151,400,000","1,151,900,000","1,149,600,000","1,128,600,000","1,112,200,000","1,117,400,000","1,123,700,000","1,148,100,000","972,000,000","1,009,800,000","1,009,700,000","993,100,000","1,118,000,000","1,124,100,000","1,126,900,000","1,131,800,000","1,126,500,000","1,127,000,000","1,125,900,000","1,291,500,000","1,269,000,000","1,416,700,000","1,413,400,000","1,393,900,000","1,392,100,000","1,392,600,000","1,372,800,000","1,374,500,000","1,379,000,000","1,375,400,000","1,251,200,000","1,252,700,000","1,231,300,000","1,228,800,000","1,297,600,000"
LongTermDebt,"2,959,700,000","3,537,600,000","4,044,800,000","4,043,000,000","2,876,500,000","2,878,800,000","3,550,800,000","2,639,000,000","2,627,600,000","2,615,700,000","2,020,400,000","2,084,400,000","2,703,700,000","2,684,400,000","2,872,300,000","2,986,800,000","3,068,500,000","3,095,700,000","2,935,100,000","835,100,000","850,500,000","868,400,000","822,300,000","950,200,000","983,000,000","980,300,000","735,500,000","746,500,000","760,600,000","659,400,000","686,300,000","706,800,000","658,300,000","802,500,000","805,000,000","811,900,000","836,900,000","948,800,000","998,700,000","1,095,200,000","752,800,000","650,200,000","632,900,000","823,500,000","727,600,000","729,900,000","729,500,000","844,300,000","1,061,400,000","1,151,400,000","1,151,900,000","1,149,600,000","1,128,600,000","1,112,200,000","1,117,400,000","1,123,700,000","1,148,100,000","972,000,000","1,009,800,000","1,009,700,000","993,100,000","1,118,000,000","1,124,100,000","1,126,900,000","1,131,800,000","1,126,500,000","1,127,000,000","1,125,900,000","1,291,500,000","1,269,000,000","1,416,700,000","1,413,400,000","1,393,900,000","1,392,100,000","1,392,600,000","1,372,800,000","1,374,500,000","1,379,000,000","1,375,400,000","1,251,200,000","1,252,700,000","1,231,300,000","1,228,800,000","1,297,600,000"
NonCurrentDeferredLiabilities,"57,300,000","62,600,000","61,500,000","60,800,000","60,200,000","59,800,000","58,900,000","54,100,000","54,800,000","60,700,000","63,600,000","57,100,000","55,100,000","309,100,000","271,300,000","246,000,000","288,900,000","248,200,000",,,,,,,,,,,,"23,500,000","21,300,000","22,800,000","22,900,000","21,400,000","19,800,000","21,100,000","17,500,000","21,100,000","22,300,000","21,600,000","18,200,000","18,100,000","16,300,000","15,400,000","13,800,000","12,700,000","12,900,000",,"4,700,000",,"700,000","8,000,000","6,900,000","6,100,000","5,400,000","5,200,000","4,200,000","5,600,000",,,"1,200,000","800,000","200,000","400,000","2,300,000",,,,,,"700,000","900,000","2,200,000","3,900,000","1,000,000","300,000",,,,,,,,
NonCurrentDeferredTaxesLiabilities,"57,300,000","62,600,000","61,500,000","60,800,000","60,200,000","59,800,000","58,900,000","54,100,000","54,800,000","60,700,000","63,600,000","57,100,000","55,100,000","309,100,000","271,300,000","246,000,000","288,900,000","248,200,000",,,,,,,,,,,,"23,500,000","21,300,000","22,800,000","22,900,000","21,400,000","19,800,000","21,100,000","17,500,000","21,100,000","22,300,000","21,600,000","18,200,000","18,100,000","16,300,000","15,400,000","13,800,000","12,700,000","12,900,000",,"4,700,000",,"700,000","8,000,000","6,900,000","6,100,000","5,400,000","5,200,000","4,200,000","5,600,000",,,"1,200,000","800,000","200,000","400,000","2,300,000",,,,,,"700,000","900,000","2,200,000","3,900,000","1,000,000","300,000",,,,,,,,
TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,0,0,0,0,"32,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,700,000","136,100,000","133,600,000","131,100,000","128,600,000","126,200,000","123,900,000","119,700,000","116,800,000","114,500,000","112,300,000","110,100,000",,,,,,,,0,,,
OtherNonCurrentLiabilities,"418,400,000","403,500,000","397,600,000","343,300,000","346,300,000","342,500,000","350,100,000","333,000,000","241,800,000","215,300,000","221,500,000","225,100,000","226,400,000","203,100,000","208,200,000","194,300,000","186,500,000","195,100,000","176,500,000","152,500,000","147,900,000","162,600,000","153,100,000","155,200,000","151,800,000","214,600,000","174,100,000","176,100,000","190,400,000","186,000,000","191,900,000","215,200,000","232,200,000","252,800,000","246,600,000","247,400,000","260,100,000","261,000,000","247,000,000","244,200,000","49,300,000","46,400,000","44,600,000","45,000,000","49,300,000","47,500,000","44,500,000","57,900,000","48,100,000","47,000,000","47,400,000","63,800,000","46,800,000","52,400,000","51,300,000","51,300,000","35,800,000","32,600,000","32,200,000","31,600,000","31,400,000","33,100,000","33,300,000","31,600,000","32,200,000","43,600,000","57,900,000","56,900,000","58,200,000","37,500,000","40,100,000","45,800,000","42,900,000","47,800,000","55,000,000","68,000,000","62,700,000","37,000,000","32,500,000","29,100,000","20,800,000","15,800,000","14,700,000","13,300,000"
TotalEquityGrossMinorityInterest,"3,558,100,000","3,447,200,000","3,259,300,000","3,237,600,000","3,324,100,000","3,239,600,000","3,297,900,000","3,220,700,000","3,194,100,000","3,203,400,000","3,096,800,000","2,951,500,000","2,801,000,000","2,235,400,000","2,119,300,000","1,998,300,000","1,845,000,000","1,754,000,000","1,725,700,000","1,678,100,000","1,631,900,000","1,581,100,000","1,619,700,000","1,627,200,000","1,647,400,000","1,674,300,000","1,639,500,000","1,539,900,000","1,486,800,000","1,501,700,000","1,465,300,000","1,413,900,000","1,390,700,000","1,539,600,000","1,544,600,000","1,534,500,000","1,493,500,000","1,525,700,000","1,587,600,000","1,509,700,000","1,388,000,000","1,302,600,000","1,199,300,000","1,087,700,000","1,004,600,000","923,500,000","868,400,000","848,800,000","696,000,000","1,101,200,000","1,050,200,000","995,300,000","34,400,000","-34,800,000","-117,800,000","-138,200,000","-204,600,000","-800,000","-74,800,000","-224,400,000","-275,500,000","-455,600,000","-481,900,000","-496,900,000","-512,400,000","-426,100,000","-441,200,000","-436,700,000","-618,200,000","-577,700,000","-725,300,000","-688,300,000","-658,000,000","-508,200,000","-486,800,000","-458,000,000","-411,700,000","57,000,000","30,300,000","179,700,000","344,400,000","326,800,000","296,100,000","7,800,000"
StockholdersEquity,"3,538,500,000","3,423,400,000","3,236,100,000","3,214,900,000","3,301,700,000","3,215,300,000","3,274,300,000","3,198,200,000","3,171,600,000","3,179,100,000","3,072,700,000","2,928,400,000","2,778,800,000","2,212,400,000","2,096,500,000","1,976,000,000","1,823,200,000","1,730,600,000","1,700,900,000","1,654,000,000","1,608,200,000","1,558,300,000","1,597,400,000","1,605,600,000","1,626,500,000","1,642,600,000","1,606,700,000","1,506,900,000","1,454,000,000","1,469,400,000","1,434,000,000","1,383,600,000","1,361,100,000","1,511,300,000","1,517,200,000","1,508,400,000","1,468,200,000","1,501,800,000","1,564,100,000","1,487,000,000","1,366,000,000","1,280,800,000","1,178,100,000","1,067,400,000","985,000,000","904,300,000","849,900,000","831,100,000","678,700,000","1,084,800,000","1,034,200,000","978,600,000","15,900,000","-53,500,000","-137,100,000","-157,200,000","-225,400,000","-20,300,000","-100,000,000","-249,700,000","-300,300,000","-482,000,000","-507,300,000","-521,800,000","-537,800,000","-452,200,000","-466,900,000","-463,100,000","-644,600,000","-603,900,000","-750,700,000","-692,500,000","-662,100,000","-512,100,000","-490,700,000","-461,900,000","-415,800,000","52,000,000","24,600,000","173,700,000","337,700,000","314,900,000","284,900,000","-2,900,000"
CapitalStock,"5,700,000","5,700,000","5,700,000","5,700,000","5,700,000","5,600,000","5,600,000","5,600,000","5,600,000","5,600,000","5,600,000","5,500,000","5,500,000","5,500,000","5,500,000","5,500,000","5,400,000","5,400,000","5,400,000","5,400,000","5,300,000","5,300,000","5,300,000","5,300,000","5,200,000","5,200,000","5,200,000","5,200,000","5,200,000","5,100,000","5,100,000","5,100,000","5,100,000","5,100,000","5,100,000","5,100,000","5,000,000","5,000,000","5,000,000","4,900,000","4,900,000","4,800,000","4,800,000","4,800,000","4,700,000","4,700,000","4,700,000","4,700,000","4,600,000","4,500,000","4,400,000","4,400,000","3,400,000","3,400,000","3,400,000","3,300,000","3,300,000","3,200,000","3,200,000","3,100,000","3,100,000","2,600,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,200,000","2,200,000","1,800,000","1,800,000","1,800,000","109,700,000","107,600,000","105,500,000","103,300,000","101,000,000","1,700,000","1,700,000","1,700,000","1,700,000","1,700,000","227,600,000"
PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107,900,000","105,800,000","103,700,000","101,600,000","99,000,000",,,,,,"226,200,000"
CommonStock,"5,700,000","5,700,000","5,700,000","5,700,000","5,700,000","5,600,000","5,600,000","5,600,000","5,600,000","5,600,000","5,600,000","5,500,000","5,500,000","5,500,000","5,500,000","5,500,000","5,400,000","5,400,000","5,400,000","5,400,000","5,300,000","5,300,000","5,300,000","5,300,000","5,200,000","5,200,000","5,200,000","5,200,000","5,200,000","5,100,000","5,100,000","5,100,000","5,100,000","5,100,000","5,100,000","5,100,000","5,000,000","5,000,000","5,000,000","4,900,000","4,900,000","4,800,000","4,800,000","4,800,000","4,700,000","4,700,000","4,700,000","4,700,000","4,600,000","4,500,000","4,400,000","4,400,000","3,400,000","3,400,000","3,400,000","3,300,000","3,300,000","3,200,000","3,200,000","3,100,000","3,100,000","2,600,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,200,000","2,200,000","1,800,000","1,800,000","1,800,000","1,800,000","1,800,000","1,800,000","1,700,000","2,000,000","1,700,000","1,700,000","1,700,000","1,700,000","1,700,000","1,400,000"
AdditionalPaidInCapital,"4,133,100,000","3,877,600,000","3,854,600,000","3,830,300,000","3,809,500,000","3,779,100,000","3,757,600,000","3,722,500,000","3,702,300,000","3,670,300,000","3,646,100,000","3,615,500,000","3,593,500,000","3,557,100,000","3,538,500,000","3,510,600,000","3,473,300,000","3,478,100,000","3,457,100,000","3,437,000,000","3,420,300,000","3,404,000,000","3,387,800,000","3,317,600,000","3,281,200,000","3,269,000,000","3,250,600,000","3,228,900,000","3,210,800,000","3,195,200,000","3,183,300,000","3,167,800,000","3,156,400,000","3,143,200,000","3,133,600,000","3,125,600,000","3,113,500,000","3,102,500,000","3,098,000,000","3,069,500,000","3,016,100,000","2,987,700,000","2,973,100,000","2,939,900,000","2,916,600,000","2,899,300,000","2,874,100,000","2,853,200,000","2,517,300,000","2,390,800,000","2,373,100,000","2,354,500,000","1,419,600,000","1,411,300,000","1,394,300,000","1,380,100,000","1,356,400,000","1,347,100,000","1,342,100,000","1,260,400,000","1,252,700,000","1,113,000,000","1,113,100,000","1,114,500,000","1,116,000,000","1,115,800,000","1,117,000,000","1,118,200,000","891,300,000","892,000,000","733,800,000","735,500,000","737,400,000","735,600,000","737,700,000","738,100,000","738,800,000","739,000,000","738,300,000","735,100,000","730,400,000","723,100,000","722,100,000","204,200,000"
RetainedEarnings,"1,425,500,000","1,336,500,000","1,175,900,000","1,177,300,000","1,191,300,000","1,134,800,000","1,195,500,000","1,093,700,000","979,600,000","814,000,000","646,900,000","491,700,000","351,500,000","-178,400,000","-287,100,000","-381,000,000","-527,300,000","-638,200,000","-648,300,000","-673,400,000","-709,400,000","-763,500,000","-809,800,000","-860,500,000","-915,600,000","-954,100,000","-995,700,000","-1,083,700,000","-1,142,100,000","-1,170,800,000","-1,222,600,000","-1,270,300,000","-1,292,900,000","-1,154,700,000","-1,167,200,000","-1,174,100,000","-1,202,300,000","-1,159,800,000","-1,090,300,000","-1,139,100,000","-1,213,900,000","-1,274,900,000","-1,362,700,000","-1,441,400,000","-1,504,400,000","-1,572,400,000","-1,602,300,000","-1,599,300,000","-1,431,500,000","-924,800,000","-986,000,000","-1,030,600,000","-1,051,400,000","-1,112,500,000","-1,176,300,000","-1,239,600,000","-1,284,700,000","-1,372,100,000","-1,448,900,000","-1,516,400,000","-1,556,800,000","-1,600,600,000","-1,624,100,000","-1,642,600,000","-1,657,400,000","-1,569,100,000","-1,584,800,000","-1,581,300,000","-1,533,700,000","-1,491,300,000","-1,475,000,000","-1,397,600,000","-1,367,000,000","-1,327,400,000","-1,306,900,000","-1,275,100,000","-1,225,100,000","-775,000,000","-705,300,000","-553,100,000","-393,700,000","-411,400,000","-441,300,000","-437,100,000"
TreasuryStock,"1,968,200,000","1,733,000,000","1,732,500,000","1,731,900,000","1,650,500,000","1,648,600,000","1,631,000,000","1,579,900,000","1,478,000,000","1,275,300,000","1,191,000,000","1,149,900,000","1,131,100,000","1,128,000,000","1,116,600,000","1,116,000,000","1,078,000,000","1,076,100,000","1,073,900,000","1,073,700,000","1,065,700,000","1,043,400,000","942,300,000","811,000,000","702,800,000","632,900,000","608,100,000","597,100,000","572,500,000","511,500,000","480,700,000","468,600,000","466,400,000","437,100,000","409,600,000","406,600,000","401,300,000","397,400,000","394,100,000","389,600,000","382,000,000","377,200,000","374,000,000","370,800,000","367,000,000","363,400,000","359,000,000","358,900,000","358,100,000","356,900,000","355,900,000","355,700,000","355,200,000","355,200,000","355,200,000","300,000,000","300,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
GainsLossesNotAffectingRetainedEarnings,"-57,600,000","-63,400,000","-67,600,000","-66,500,000","-54,300,000","-55,600,000","-53,400,000","-43,700,000","-37,900,000","-35,500,000","-34,900,000","-34,400,000","-40,600,000","-43,800,000","-43,800,000","-43,100,000","-50,200,000","-38,600,000","-39,400,000","-41,300,000","-42,300,000","-44,100,000","-43,600,000","-45,800,000","-41,500,000","-44,600,000","-45,300,000","-46,400,000","-47,400,000","-48,600,000","-51,100,000","-50,400,000","-41,100,000","-45,200,000","-44,700,000","-41,600,000","-46,700,000","-48,500,000","-54,500,000","-58,700,000","-59,100,000","-59,600,000","-63,100,000","-65,100,000","-64,900,000","-63,900,000","-67,600,000","-68,600,000","-53,600,000","-28,800,000","-1,400,000","6,000,000","-500,000","-500,000","-3,300,000","-1,000,000","-400,000","1,500,000","3,600,000","3,200,000","700,000","3,000,000","1,200,000","3,800,000","1,100,000","-1,400,000","-1,600,000","-2,500,000","-4,400,000","-6,800,000","-11,300,000","-32,200,000","-34,300,000","-30,000,000","-29,100,000","-30,400,000","-32,800,000","-13,000,000","-10,100,000","-10,000,000","-700,000","1,500,000","2,400,000","2,400,000"
ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-58,400,000",,,,,,,,,,,"-1,000,000",,,"-400,000","-3,500,000","-1,700,000","-1,900,000","-1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,
OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-300,000",,,,,,,,,,,"-400,000",,,"-100,000","200,000","700,000","1,500,000","2,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,
MinorityInterest,"19,600,000","23,800,000","23,200,000","22,700,000","22,400,000","24,300,000","23,600,000","22,500,000","22,500,000","24,300,000","24,100,000","23,100,000","22,200,000","23,000,000","22,800,000","22,300,000","21,800,000","23,400,000","24,800,000","24,100,000","23,700,000","22,800,000","22,300,000","21,600,000","20,900,000","31,700,000","32,800,000","33,000,000","32,800,000","32,300,000","31,300,000","30,300,000","29,600,000","28,300,000","27,400,000","26,100,000","25,300,000","23,900,000","23,500,000","22,700,000","22,000,000","21,800,000","21,200,000","20,300,000","19,600,000","19,200,000","18,500,000","17,700,000","17,300,000","16,400,000","16,000,000","16,700,000","18,500,000","18,700,000","19,300,000","19,000,000","20,800,000","19,500,000","25,200,000","25,300,000","24,800,000","26,400,000","25,400,000","24,900,000","25,400,000","26,100,000","25,700,000","26,400,000","26,400,000","26,200,000","25,400,000","4,200,000","4,100,000","3,900,000","3,900,000","3,900,000","4,100,000","5,000,000","5,700,000","6,000,000","6,700,000","11,900,000","11,200,000","10,700,000"
TotalCapitalization,"6,498,200,000","6,961,000,000","7,280,900,000","7,257,900,000","6,178,200,000","6,094,100,000","6,825,100,000","5,837,200,000","5,799,200,000","5,794,800,000","5,093,100,000","5,012,800,000","5,482,500,000","4,896,800,000","4,968,800,000","4,962,800,000","4,891,700,000","4,826,300,000","4,636,000,000","2,489,100,000","2,458,700,000","2,426,700,000","2,419,700,000","2,555,800,000","2,609,500,000","2,622,900,000","2,342,200,000","2,253,400,000","2,214,600,000","2,128,800,000","2,120,300,000","2,090,400,000","2,019,400,000","2,313,800,000","2,322,200,000","2,320,300,000","2,305,100,000","2,450,600,000","2,562,800,000","2,582,200,000","2,118,800,000","1,931,000,000","1,811,000,000","1,890,900,000","1,712,600,000","1,634,200,000","1,579,400,000","1,675,400,000","1,740,100,000","2,236,200,000","2,186,100,000","2,128,200,000","1,144,500,000","1,058,700,000","980,300,000","966,500,000","922,700,000","951,700,000","909,800,000","760,000,000","692,800,000","636,000,000","616,800,000","605,100,000","594,000,000","674,300,000","660,100,000","662,800,000","646,900,000","665,100,000","666,000,000","720,900,000","731,800,000","880,000,000","901,900,000","910,900,000","958,700,000","1,431,000,000","1,400,000,000","1,424,900,000","1,590,400,000","1,546,200,000","1,513,700,000","1,294,700,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107,900,000","105,800,000","103,700,000","101,600,000","99,000,000",,,,,,"226,200,000"
CommonStockEquity,"3,538,500,000","3,423,400,000","3,236,100,000","3,214,900,000","3,301,700,000","3,215,300,000","3,274,300,000","3,198,200,000","3,171,600,000","3,179,100,000","3,072,700,000","2,928,400,000","2,778,800,000","2,212,400,000","2,096,500,000","1,976,000,000","1,823,200,000","1,730,600,000","1,700,900,000","1,654,000,000","1,608,200,000","1,558,300,000","1,597,400,000","1,605,600,000","1,626,500,000","1,642,600,000","1,606,700,000","1,506,900,000","1,454,000,000","1,469,400,000","1,434,000,000","1,383,600,000","1,361,100,000","1,511,300,000","1,517,200,000","1,508,400,000","1,468,200,000","1,501,800,000","1,564,100,000","1,487,000,000","1,366,000,000","1,280,800,000","1,178,100,000","1,067,400,000","985,000,000","904,300,000","849,900,000","831,100,000","678,700,000","1,084,800,000","1,034,200,000","978,600,000","15,900,000","-53,500,000","-137,100,000","-157,200,000","-225,400,000","-20,300,000","-100,000,000","-249,700,000","-300,300,000","-482,000,000","-507,300,000","-521,800,000","-537,800,000","-452,200,000","-466,900,000","-463,100,000","-644,600,000","-603,900,000","-750,700,000","-692,500,000","-662,100,000","-620,000,000","-596,500,000","-565,600,000","-517,400,000","-47,000,000","24,600,000","173,700,000","337,700,000","314,900,000","284,900,000","-229,100,000"
NetTangibleAssets,"1,406,100,000","1,261,800,000","1,044,900,000","993,300,000","1,052,000,000","933,500,000","943,800,000","1,726,200,000","1,672,700,000","1,650,700,000","1,516,000,000","1,410,600,000","1,233,300,000","633,000,000","463,200,000","320,800,000","136,400,000","-48,300,000","1,153,500,000","1,081,100,000","1,010,800,000","926,900,000","946,300,000","917,200,000","904,200,000","886,900,000","1,149,600,000","1,107,000,000","1,046,000,000","1,053,000,000","1,009,300,000","950,500,000","919,500,000","1,008,700,000","1,003,700,000","983,900,000","932,300,000","954,300,000","1,005,900,000","917,100,000","871,800,000","764,000,000","653,500,000","545,100,000","510,900,000","443,200,000","382,800,000","356,300,000","185,100,000","48,600,000","-26,100,000","-95,100,000","-214,000,000","-143,300,000","-227,400,000","-248,100,000","-316,500,000","-112,200,000","-188,900,000","-327,000,000","-377,600,000","-559,300,000","-584,600,000","-599,100,000","-615,100,000","-529,500,000","-544,200,000","-540,400,000","-721,900,000","-681,200,000","-828,000,000","-793,500,000","-766,100,000","-619,100,000","-600,700,000","-574,900,000","-533,000,000","-71,000,000","-104,800,000","38,700,000","196,900,000","175,900,000","140,400,000","-2,900,000"
WorkingCapital,"1,509,600,000","2,009,500,000","2,379,800,000","2,296,200,000","1,201,600,000","1,071,400,000","1,797,400,000","1,729,200,000","1,698,500,000","1,782,300,000","1,032,000,000","1,022,000,000","1,524,300,000","1,386,100,000","1,401,100,000","1,397,100,000","1,366,500,000","1,304,500,000","661,300,000","712,300,000","652,200,000","614,700,000","611,800,000","745,200,000","765,000,000","800,200,000","892,300,000","913,100,000","891,000,000","767,600,000","745,200,000","743,500,000","669,100,000","781,400,000","800,000,000","824,100,000","852,200,000","932,900,000","1,002,700,000","1,101,800,000","647,100,000","618,500,000","523,400,000","646,000,000","549,600,000","496,500,000","416,500,000","494,600,000","501,200,000","467,000,000","390,400,000","350,100,000","324,400,000","394,800,000","321,800,000","308,900,000","267,800,000","315,800,000","278,800,000","251,200,000","202,000,000","300,300,000","269,800,000","236,800,000","211,900,000","270,200,000","253,800,000","250,800,000","212,500,000","207,000,000","196,500,000","208,600,000","195,000,000","212,100,000","208,100,000","205,100,000","215,900,000","323,000,000","267,100,000","240,800,000","393,400,000","393,100,000","366,100,000","360,600,000"
